total_steps,episode,episode_steps,episode_reward,episode_time,critic_loss_one,critic_loss_two,critic_loss,actor_loss
8419,71,228,-144.634023703968,4.838425636291504,1.9425756931304932,2.0239129066467285,3.9664885997772217,
8471,72,52,-118.07310662917423,0.5371408462524414,1.4825170040130615,1.501826524734497,2.9843435287475586,
8622,73,151,-115.51740547414835,1.6220731735229492,1.628960371017456,1.480663537979126,3.109623908996582,9.854264259338379
8679,74,57,-116.97810311365774,0.609034538269043,1.4219728708267212,1.1722238063812256,2.5941967964172363,
8786,75,107,-116.1008715627709,1.5081770420074463,1.5414562225341797,1.3613245487213135,2.902780771255493,8.881061553955078
8832,76,46,-117.64459579291824,1.0859732627868652,2.1702327728271484,2.289672613143921,4.459905624389648,8.528736114501953
10432,77,1600,-151.58662945068167,28.088510036468506,1.3343063592910767,1.3246660232543945,2.6589722633361816,6.999617576599121
10561,78,129,-133.0650367107843,3.2134132385253906,2.546593427658081,2.772089958190918,5.318683624267578,
10757,79,196,-120.06570198644442,2.2535665035247803,2.0517325401306152,1.9601283073425293,4.0118608474731445,
10949,80,192,-128.61290492765858,1.973529577255249,1.0752969980239868,1.0656049251556396,2.140902042388916,
11052,81,103,-110.63962649188562,2.4023423194885254,1.655055284500122,1.5582627058029175,3.21331787109375,7.813416957855225
11123,82,71,-105.89739782165525,1.6651935577392578,1.4605967998504639,1.3284794092178345,2.789076328277588,
11188,83,65,-105.20554880569125,0.8935348987579346,1.5787034034729004,1.4084196090698242,2.9871230125427246,11.97606086730957
11257,84,69,-123.98779508558421,0.6631019115447998,2.023777961730957,2.10599946975708,4.129777431488037,
11328,85,71,-118.51450471330415,0.7328372001647949,3.216400146484375,3.416945457458496,6.633345603942871,11.237602233886719
12928,86,1600,-106.69095246663626,24.47891616821289,2.7721505165100098,2.4569334983825684,5.229084014892578,12.245105743408203
12995,87,67,-114.45324355028765,1.5448851585388184,1.6749027967453003,1.7715283632278442,3.4464311599731445,
13074,88,79,-122.52212259867261,0.8632597923278809,1.3867756128311157,1.744161605834961,3.130937099456787,14.391382217407227
13134,89,60,-114.24137693650599,0.6498088836669922,2.487396240234375,2.337296724319458,4.824692726135254,11.463050842285156
13198,90,64,-114.54440908247139,0.7104823589324951,2.169102191925049,1.9816503524780273,4.150752544403076,10.783008575439453
14798,91,1600,-99.23200452916831,25.395577907562256,1.3916542530059814,1.4292426109313965,2.820896863937378,10.237506866455078
16398,92,1600,-120.14158760505994,23.598902463912964,1.5506360530853271,1.172133445739746,2.7227694988250732,8.80322551727295
16441,93,43,-113.9359661120142,0.49355173110961914,1.62691068649292,1.648439645767212,3.275350332260132,
18041,94,1600,-119.34268387241545,25.191383600234985,2.8756768703460693,2.534058094024658,5.409734725952148,
19641,95,1600,-119.1947292995462,26.08714008331299,2.731776237487793,2.6127231121063232,5.344499588012695,
21241,96,1600,-112.18949690875242,27.057698488235474,1.67593514919281,1.7944059371948242,3.470341205596924,
22841,97,1600,-93.29461995553508,23.8788583278656,2.050278663635254,1.994663953781128,4.044942855834961,
24441,98,1600,-91.40740708753414,24.44407081604004,1.267471432685852,1.0268006324768066,2.294271945953369,
26041,99,1600,-76.89108938637472,24.721168518066406,1.201512098312378,1.241328477859497,2.442840576171875,
27641,100,1600,-90.48928093476142,25.441928148269653,0.9647092819213867,1.0319691896438599,1.9966784715652466,
29241,101,1600,-92.88871472335796,24.4127779006958,0.7568600177764893,0.9437684416770935,1.7006285190582275,
30841,102,1600,-87.36416822945084,73.61438155174255,1.4863343238830566,1.4580950736999512,2.944429397583008,
32441,103,1600,-87.91253873370914,25.03457546234131,0.8558976650238037,0.7927335500717163,1.64863121509552,
34041,104,1600,-124.57204834212006,23.551868677139282,0.8059559464454651,0.8804866671562195,1.6864426136016846,
35641,105,1600,-86.94800110290511,24.843146562576294,1.2012397050857544,1.1745033264160156,2.3757429122924805,
37241,106,1600,-89.18779674869421,25.44026017189026,1.1120954751968384,1.017120599746704,2.129216194152832,
37330,107,89,-119.93680304733049,0.9932072162628174,3.2771949768066406,3.1611733436584473,6.438368320465088,7.517612457275391
38930,108,1600,-108.61223674017053,24.92871856689453,1.0565534830093384,0.9092339873313904,1.965787410736084,7.034088134765625
38999,109,69,-112.18907594946023,1.7457966804504395,1.3995940685272217,1.4029916524887085,2.8025856018066406,
40599,110,1600,-99.69948344124373,31.491681575775146,0.4386325180530548,0.642544150352478,1.0811766386032104,
40706,111,107,-118.30145739942029,2.585319757461548,0.6726770997047424,0.8009598851203918,1.4736369848251343,7.518747329711914
40814,112,108,-111.30192110553105,1.8239352703094482,1.3309404850006104,1.1885943412780762,2.5195348262786865,9.280450820922852
42414,113,1600,-99.99766790560992,23.61343288421631,0.6839720010757446,0.7533833980560303,1.437355399131775,9.072677612304688
42492,114,78,-109.20700536632387,1.842785120010376,1.027933120727539,0.8979909420013428,1.9259240627288818,7.441230773925781
44092,115,1600,-103.31124248151053,23.170400381088257,0.511486291885376,0.3512558341026306,0.8627421259880066,5.827244281768799
45692,116,1600,-101.90541172213342,24.991497039794922,0.5702377557754517,0.5289853811264038,1.0992231369018555,11.415094375610352
47292,117,1600,-92.55309460009778,25.240622520446777,0.26334089040756226,0.24013783037662506,0.5034787058830261,5.47913932800293
48892,118,1600,-89.88703485965137,23.648711681365967,0.9027422070503235,0.8918888568878174,1.794631004333496,5.780643463134766
50492,119,1600,-74.09631309323727,29.5986647605896,0.29194581508636475,0.2628200054168701,0.5547658205032349,7.072450160980225
50583,120,91,-120.87954806075012,1.8645389080047607,0.40784668922424316,0.3613426089286804,0.7691892981529236,
52183,121,1600,-73.09180112243419,24.618938446044922,0.266502320766449,0.3096948266029358,0.5761971473693848,
53783,122,1600,-71.36807111931229,24.266247987747192,0.8291776180267334,0.8036761283874512,1.6328537464141846,
55383,123,1600,-66.75739713402159,25.714741706848145,0.7636963725090027,0.6997216939926147,1.4634180068969727,
56983,124,1600,-70.15655705302976,24.78163170814514,1.2753472328186035,1.3046122789382935,2.5799593925476074,
58583,125,1600,-69.45329571094757,25.100232362747192,0.21069157123565674,0.3445731997489929,0.5552647709846497,
60183,126,1600,-84.39923494399343,73.06311631202698,0.2615933418273926,0.2623864412307739,0.5239797830581665,
61783,127,1600,-84.05331166692106,25.09064531326294,0.3323034644126892,0.29177671670913696,0.6240801811218262,
63383,128,1600,-87.30262844952406,25.236428022384644,0.34608423709869385,0.45504477620124817,0.8011289834976196,
64983,129,1600,-101.84633851682861,24.117610454559326,0.9334752559661865,0.847824215888977,1.7812994718551636,
66583,130,1600,-84.94939192237759,24.71177911758423,0.35123997926712036,0.24711084365844727,0.5983508229255676,
68183,131,1600,-78.24433865518427,25.3552725315094,0.7219635844230652,0.6227644681930542,1.3447279930114746,
69783,132,1600,-89.60778432262423,23.526169776916504,0.2113761603832245,0.25959837436676025,0.47097453474998474,
71383,133,1600,-65.67326436210902,75.2390775680542,0.26240965723991394,0.25055649876594543,0.5129661560058594,
72983,134,1600,-78.38466447091233,24.711965084075928,0.3483871817588806,0.36727046966552734,0.715657651424408,
74583,135,1600,-69.57149243096495,25.551969528198242,1.408557415008545,1.5118463039398193,2.9204037189483643,
76183,136,1600,-63.98975222595339,23.61648440361023,0.9007633328437805,0.9514721035957336,1.8522354364395142,
77783,137,1600,-58.364139082861655,25.420836448669434,0.3020799160003662,0.2963329255580902,0.5984128713607788,
79383,138,1600,-53.6931078814981,24.67286968231201,0.31947386264801025,0.34713488817214966,0.6666087508201599,
80983,139,1600,-53.06824336164244,73.67815828323364,0.27959394454956055,0.16420382261276245,0.443797767162323,
82583,140,1600,-54.19569171559568,25.292644023895264,0.23134227097034454,0.346767783164978,0.5781100392341614,
84183,141,1600,-55.24463281020774,24.87756872177124,0.41642946004867554,0.33593857288360596,0.7523680329322815,
85783,142,1600,-45.64215052506301,24.914081811904907,0.45856618881225586,0.36110275983810425,0.8196689486503601,
87383,143,1600,-54.381424282757756,23.372448682785034,0.5384767055511475,0.4612002372741699,0.9996769428253174,
88983,144,1600,-58.576589897173,24.99006175994873,0.7793630361557007,0.6892889142036438,1.4686520099639893,
90583,145,1600,-53.08623141949886,73.92153334617615,0.12872204184532166,0.19376961886882782,0.3224916458129883,
92183,146,1600,-55.564279893378746,25.86780858039856,0.17965683341026306,0.20030063390731812,0.3799574673175812,
93783,147,1600,-55.793938263769604,23.937186002731323,0.7480531930923462,0.8125078082084656,1.560560941696167,
95383,148,1600,-62.198670654378276,25.108322858810425,0.1210438460111618,0.1989051103591919,0.3199489712715149,
96983,149,1600,-55.15301686933358,24.979363441467285,0.25769731402397156,0.22608640789985657,0.4837837219238281,
98583,150,1600,-47.25388302232277,24.064144372940063,0.18686634302139282,0.2126941680908203,0.39956051111221313,
100183,151,1600,-50.965570086759605,74.44243717193604,0.18949604034423828,0.06981201469898224,0.2593080401420593,
101783,152,1600,-50.83701316287319,23.617929458618164,0.1880389153957367,0.2558862566947937,0.4439251720905304,
103383,153,1600,-55.13695583574518,25.578564882278442,0.2785786986351013,0.16030627489089966,0.438884973526001,
104983,154,1600,-56.98853854766096,25.13582420349121,0.2600971758365631,0.2903226315975189,0.550419807434082,
106583,155,1600,-56.53967819170408,24.582122802734375,0.14868690073490143,0.14126703143119812,0.28995394706726074,
108183,156,1600,-60.147777616682674,23.08523416519165,0.2350596785545349,0.11082687228918076,0.34588655829429626,
109783,157,1600,-64.79981809548718,25.837510585784912,0.13241362571716309,0.1618388593196869,0.29425248503685,
111383,158,1600,-90.04953053797651,72.8912467956543,0.12710347771644592,0.09003769606351852,0.21714118123054504,
112983,159,1600,-62.27153219332241,24.507570505142212,0.05705713853240013,0.07287631928920746,0.1299334615468979,
114583,160,1600,-58.06837090447946,25.34875226020813,0.2498386800289154,0.21359658241271973,0.46343526244163513,
116183,161,1600,-53.74136603184794,24.402575254440308,0.25113019347190857,0.23015782237052917,0.48128801584243774,
117783,162,1600,-52.6243936047935,24.880747318267822,0.08030281960964203,0.058754097670316696,0.13905692100524902,
119383,163,1600,-52.60042728312634,25.771259784698486,0.08046919107437134,0.1177552342414856,0.19822442531585693,
120983,164,1600,-44.257354146802186,74.74830198287964,0.15575799345970154,0.10572022944688797,0.2614782154560089,
122583,165,1600,-62.11892378201605,24.46390652656555,0.243581160902977,0.1693747341632843,0.4129558801651001,
124183,166,1600,-53.34646847333303,24.37991499900818,0.21947279572486877,0.1961001455783844,0.4155729413032532,
125783,167,1600,-48.37160691352818,25.56795644760132,0.10435697436332703,0.08096064627170563,0.18531762063503265,
127383,168,1600,-52.2406252481754,25.08370852470398,0.22535258531570435,0.14353777468204498,0.36889034509658813,
128983,169,1600,-59.232439589071475,23.862876415252686,0.22104594111442566,0.22850140929222107,0.44954735040664673,
130583,170,1600,-52.4863336621877,76.41453170776367,0.3940930962562561,0.5325688719749451,0.9266619682312012,
132183,171,1600,-53.71385170576371,25.303338050842285,0.08607099950313568,0.0796242505311966,0.16569525003433228,
133783,172,1600,-50.44392619494842,23.834370374679565,0.06976862251758575,0.11719632893800735,0.1869649589061737,
135383,173,1600,-49.648742445746464,24.91397213935852,0.12182468920946121,0.0890689492225647,0.2108936309814453,
136983,174,1600,-54.29914539588535,25.224279642105103,0.169540673494339,0.1934497207403183,0.3629903793334961,
138583,175,1600,-50.99462207251278,22.15395498275757,0.2672397494316101,0.3076838254928589,0.574923574924469,
140183,176,1600,-73.87406376613747,76.09171628952026,0.11811447888612747,0.18895529210567474,0.3070697784423828,
141783,177,1600,-48.40414402800576,24.756381273269653,0.18199557065963745,0.1333346962928772,0.31533026695251465,
143383,178,1600,-85.7777081013993,23.904348373413086,0.2347869575023651,0.10189102590084076,0.3366779685020447,
144983,179,1600,-95.93205355304399,24.69619870185852,0.1359533965587616,0.097720667719841,0.2336740642786026,
146583,180,1600,-102.25035910105463,24.86148190498352,0.11669517308473587,0.09257426857948303,0.2092694342136383,
148183,181,1600,-72.53446330658299,23.596956729888916,0.09142200648784637,0.18636469542980194,0.2777867019176483,
149783,182,1600,-56.37391488821662,23.604947090148926,0.09963703155517578,0.18743617832660675,0.28707319498062134,
151383,183,1600,-42.209625783164164,75.62284135818481,0.23030675947666168,0.22073598206043243,0.4510427415370941,
152983,184,1600,-46.65985325381692,24.31236696243286,0.28444039821624756,0.27260032296180725,0.5570406913757324,
154583,185,1600,-43.68361745067371,24.075998306274414,0.27577292919158936,0.24787935614585876,0.5236523151397705,
154704,186,121,-136.75473239284568,2.9181067943573,0.07573659718036652,0.12589715421199799,0.2016337513923645,5.0493483543396
155001,187,297,-141.14378667092075,4.3869733810424805,0.17070406675338745,0.1535787433385849,0.32428282499313354,
156601,188,1600,-81.69460632937599,24.945979118347168,0.19008660316467285,0.13154107332229614,0.321627676486969,
158201,189,1600,-103.45367731298542,24.876688241958618,0.07488878071308136,0.07742255926132202,0.15231133997440338,
159801,190,1600,-146.67989053877702,23.832787036895752,0.13096027076244354,0.11517788469791412,0.24613815546035767,
161401,191,1600,-84.04204952757891,40.465778827667236,0.3348393142223358,0.3086962401866913,0.6435355544090271,
161506,192,105,-115.90876649865172,1.115807294845581,0.4362759292125702,0.326598197221756,0.7628741264343262,5.857851982116699
163106,193,1600,-121.6037977834869,23.672104358673096,0.15631264448165894,0.13932178914546967,0.2956344485282898,6.4741740226745605
164706,194,1600,-105.28110756291845,24.839943170547485,0.7017263174057007,0.6009232997894287,1.3026496171951294,6.032171249389648
164760,195,54,-124.87172795025083,0.5418276786804199,0.277752548456192,0.31545406579971313,0.5932066440582275,5.552579879760742
166360,196,1600,-96.11633457694293,25.969560861587524,0.09853018820285797,0.09840746223926544,0.1969376504421234,5.126645565032959
166414,197,54,-124.1717361123184,0.5460610389709473,0.31887078285217285,0.22822050750255585,0.5470913052558899,6.323130130767822
166468,198,54,-123.92253709088239,0.5005357265472412,0.24462123215198517,0.16233190894126892,0.4069531559944153,5.482963562011719
166521,199,53,-123.69723693148721,0.504230260848999,0.1121317595243454,0.17626889050006866,0.28840065002441406,
166572,200,51,-120.43990642149384,0.7679402828216553,0.162908136844635,0.16970425844192505,0.33261239528656006,5.954422950744629
168172,201,1600,-104.44562646184963,24.770663738250732,0.08842618763446808,0.05551699548959732,0.143943190574646,6.178182601928711
169772,202,1600,-105.24239115328922,25.104241371154785,0.14398625493049622,0.19958579540252686,0.34357205033302307,7.1402459144592285
171372,203,1600,-104.0121160521776,73.70152163505554,0.1740473210811615,0.1510615348815918,0.3251088559627533,6.955253601074219
172972,204,1600,-83.06158318058772,25.21715760231018,0.1847098469734192,0.12380237132310867,0.30851221084594727,6.631371021270752
174572,205,1600,-107.3672366885029,25.134761810302734,0.2406463623046875,0.2004319727420807,0.4410783350467682,7.38520622253418
174671,206,99,-125.18911991657242,1.1058034896850586,0.1645074486732483,0.19243931770324707,0.35694676637649536,
176271,207,1600,-48.28965036080167,23.494213581085205,0.24336324632167816,0.17098411917686462,0.4143473505973816,
177871,208,1600,-127.39952183493372,25.065580368041992,0.22219011187553406,0.16126731038093567,0.3834574222564697,
179471,209,1600,-45.804399688657796,26.010380029678345,0.26122748851776123,0.2092323750257492,0.47045987844467163,
179572,210,101,-122.55765184477086,1.1231927871704102,0.534913182258606,0.3285272419452667,0.8634403944015503,7.481086730957031
181172,211,1600,-34.15476760738552,71.65199756622314,0.09950876235961914,0.14528891444206238,0.24479767680168152,6.6793107986450195
181287,212,115,-117.76357154160758,1.350898027420044,0.20411166548728943,0.17971552908420563,0.38382720947265625,
182887,213,1600,-124.63993927653163,24.712658882141113,0.8630549907684326,0.7911201119422913,1.654175043106079,
184487,214,1600,-130.7026861719064,24.97734808921814,0.0905638039112091,0.17148272693157196,0.2620465159416199,
186087,215,1600,-52.65296610222094,24.474170207977295,0.14917081594467163,0.15979211032390594,0.30896294116973877,
186167,216,80,-109.1764139208565,2.0446372032165527,0.18459585309028625,0.1702650487422943,0.35486090183258057,
187767,217,1600,-50.34890532465429,23.040318250656128,0.19003519415855408,0.162568598985672,0.3526037931442261,
189367,218,1600,-43.096990099460015,25.688776969909668,0.19598740339279175,0.16191259026527405,0.3578999936580658,
190967,219,1600,-43.35334673413071,66.24093294143677,0.20563681423664093,0.14858682453632355,0.3542236387729645,
192567,220,1600,-55.60444691816083,21.794535160064697,0.43289369344711304,0.42489299178123474,0.8577866554260254,
194167,221,1600,-48.768305571497365,21.44178581237793,0.07910683006048203,0.044495996087789536,0.12360282242298126,
195767,222,1600,-43.46269439224652,21.4991557598114,0.32476526498794556,0.27472469210624695,0.5994899272918701,
197367,223,1600,-43.51191238693712,21.599817276000977,0.16448277235031128,0.12774351239204407,0.29222628474235535,
198967,224,1600,-64.94865574047574,21.143585681915283,0.1408892571926117,0.1658865213394165,0.3067757785320282,
200567,225,1600,-45.645496565337915,63.97212767601013,0.06734263896942139,0.11095338314771652,0.1782960295677185,
202167,226,1600,-46.80214852531809,20.898878574371338,0.11958741396665573,0.25944986939430237,0.3790372908115387,
203767,227,1600,-43.46961119054616,21.360322952270508,0.2112816572189331,0.24178612232208252,0.4530677795410156,
205367,228,1600,-42.46705251025713,21.288010358810425,0.5708401203155518,0.480544775724411,1.0513849258422852,
206967,229,1600,-38.5507137086162,22.011281490325928,0.36008554697036743,0.24588076770305634,0.605966329574585,
208567,230,1600,-42.35536720340165,21.278324604034424,0.12501195073127747,0.16152194142341614,0.2865338921546936,
210167,231,1600,-43.23078214722056,59.13682413101196,0.6742287278175354,0.46102023124694824,1.1352488994598389,
211767,232,1600,-36.858496572740314,17.350773811340332,0.11993502080440521,0.11859121918678284,0.23852623999118805,
213367,233,1600,-33.78126636288554,17.53929352760315,0.13420522212982178,0.09977863729000092,0.2339838594198227,
214967,234,1600,-36.07311442942784,17.7070369720459,0.157228484749794,0.31721726059913635,0.47444576025009155,
216567,235,1600,-35.32841942606876,17.648154497146606,0.41740667819976807,0.4265679121017456,0.8439745903015137,
218167,236,1600,-39.12073660691631,17.49131441116333,0.22667202353477478,0.32814258337020874,0.5548145771026611,
219767,237,1600,-40.74134388574212,17.44443678855896,0.16630330681800842,0.15600202977657318,0.3223053216934204,
221367,238,1600,-52.925753520241344,61.13499474525452,0.18551942706108093,0.13029533624649048,0.3158147633075714,
222967,239,1600,-48.25588213541206,24.66094160079956,0.26826080679893494,0.19168244302272797,0.4599432349205017,
223067,240,100,-102.53905346062648,1.926062822341919,0.04963986575603485,0.06600965559482574,0.1156495213508606,
224667,241,1600,-31.60169210772008,24.166126251220703,0.43690282106399536,0.3809952735900879,0.8178980946540833,
226267,242,1600,-45.62634409760348,24.261675357818604,0.0952046811580658,0.1027299091219902,0.1979345977306366,
227867,243,1600,-40.556886021043454,25.485686540603638,0.23493742942810059,0.3379773199558258,0.572914719581604,
229467,244,1600,-39.68356532138164,25.064903259277344,0.08709678053855896,0.10857319831848145,0.1956699788570404,
231067,245,1600,-31.84648180408238,73.89905500411987,0.494061142206192,0.3753911256790161,0.8694522380828857,
232667,246,1600,-49.929465980602124,25.40786337852478,0.5013271570205688,0.6555941700935364,1.15692138671875,
234267,247,1600,-44.60125017490849,25.50891137123108,0.2115551233291626,0.17510785162448883,0.38666296005249023,
235867,248,1600,-47.37196555819568,22.758084297180176,0.41314297914505005,0.2693721652030945,0.6825151443481445,
237467,249,1600,-51.52037957477713,25.929048538208008,0.2691780924797058,0.2695591151714325,0.5387371778488159,
239067,250,1600,-55.83005795886049,25.645543575286865,0.4342631697654724,0.21594172716140747,0.6502048969268799,
240667,251,1600,-53.15012693342482,77.0313732624054,0.6545361280441284,0.848748505115509,1.5032846927642822,
242267,252,1600,-76.76696441431645,24.40117645263672,0.08076779544353485,0.05303433910012245,0.133802130818367,
243867,253,1600,-73.34472819283984,23.505779027938843,0.23599573969841003,0.1931399703025818,0.4291357100009918,
245467,254,1600,-63.531120289585985,24.733538389205933,0.057701125741004944,0.1409212052822113,0.19862233102321625,
247067,255,1600,-64.95894912071026,24.921569347381592,0.8618209958076477,0.636536717414856,1.4983577728271484,
248667,256,1600,-44.165614765098496,25.224512577056885,0.23273684084415436,0.17294341325759888,0.40568023920059204,
250267,257,1600,-52.692781309268,76.8493423461914,0.08994804322719574,0.07899624109268188,0.16894428431987762,
